"STATISTIC","Statistic","TLIST(A1)","Year","C02199V02655","Sex","C03111V03761","Type of Driving Licence","C03424V04122","Licensing Authority","UNIT","VALUE"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","07","Louth","Number","2944"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","08","Meath","Number","4845"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","09","Offaly","Number","2021"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","10","Westmeath","Number","2440"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","11","Wexford","Number","4330"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","12","Wicklow","Number","3905"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","13","Clare","Number","2774"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","14","Cork","Number","13769"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","15","Kerry","Number","3736"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","16","Limerick","Number","4523"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","17","Tipperary","Number","4655"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","18","Waterford","Number","3086"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","19","Galway","Number","6089"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","20","Leitrim","Number","796"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","21","Mayo","Number","3010"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","22","Roscommon","Number","1499"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","23","Sligo","Number","1503"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","24","Cavan","Number","2124"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","25","Donegal","Number","3733"
"ROA25","Current Driving Licences","2018","2018","1","Male","01","Learner permit","26","Monaghan","Number","1382"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","-","All licensing authorities","Number","1422852"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","01","Carlow","Number","19296"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","02","Dublin","Number","347661"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","03","Kildare","Number","66441"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","04","Kilkenny","Number","29508"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","05","Laois","Number","23824"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","06","Longford","Number","13097"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","07","Louth","Number","37132"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","08","Meath","Number","59456"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","09","Offaly","Number","24853"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","10","Westmeath","Number","28427"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","11","Wexford","Number","47791"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","12","Wicklow","Number","44095"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","13","Clare","Number","38986"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","14","Cork","Number","168301"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","15","Kerry","Number","49420"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","16","Limerick","Number","60247"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","17","Tipperary","Number","52903"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","18","Waterford","Number","36681"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","19","Galway","Number","79431"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","20","Leitrim","Number","11208"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","21","Mayo","Number","44395"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","22","Roscommon","Number","22100"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","23","Sligo","Number","20796"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","24","Cavan","Number","24450"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","25","Donegal","Number","50844"
"ROA25","Current Driving Licences","2018","2018","1","Male","05","Full","26","Monaghan","Number","21509"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","-","All licensing authorities","Number","120378"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","01","Carlow","Number","1771"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","02","Dublin","Number","35435"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","03","Kildare","Number","5943"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","04","Kilkenny","Number","2585"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","05","Laois","Number","2216"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","06","Longford","Number","1124"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","07","Louth","Number","3271"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","08","Meath","Number","4957"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","09","Offaly","Number","1956"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","10","Westmeath","Number","2558"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","11","Wexford","Number","4151"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","12","Wicklow","Number","3865"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","13","Clare","Number","2789"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","14","Cork","Number","13009"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","15","Kerry","Number","3585"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","16","Limerick","Number","4557"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","17","Tipperary","Number","4397"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","18","Waterford","Number","2996"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","19","Galway","Number","5805"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","20","Leitrim","Number","783"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","21","Mayo","Number","3037"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","22","Roscommon","Number","1451"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","23","Sligo","Number","1404"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","24","Cavan","Number","2096"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","25","Donegal","Number","3393"
"ROA25","Current Driving Licences","2018","2018","2","Female","01","Learner permit","26","Monaghan","Number","1244"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","-","All licensing authorities","Number","1244276"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","01","Carlow","Number","16549"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","02","Dublin","Number","303025"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","03","Kildare","Number","59620"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","04","Kilkenny","Number","26675"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","05","Laois","Number","20351"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","06","Longford","Number","10305"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","07","Louth","Number","31897"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","08","Meath","Number","53798"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","09","Offaly","Number","20504"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","10","Westmeath","Number","24286"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","11","Wexford","Number","43590"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","12","Wicklow","Number","40099"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","13","Clare","Number","35986"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","14","Cork","Number","146978"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","15","Kerry","Number","42402"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","16","Limerick","Number","52581"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","17","Tipperary","Number","45468"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","18","Waterford","Number","32146"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","19","Galway","Number","71612"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","20","Leitrim","Number","9439"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","21","Mayo","Number","38065"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","22","Roscommon","Number","18578"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","23","Sligo","Number","19899"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","24","Cavan","Number","20058"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","25","Donegal","Number","43244"
"ROA25","Current Driving Licences","2018","2018","2","Female","05","Full","26","Monaghan","Number","17121"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","-","All licensing authorities","Number","233025"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","01","Carlow","Number","3477"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","02","Dublin","Number","67303"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","03","Kildare","Number","11398"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","04","Kilkenny","Number","4859"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","05","Laois","Number","4220"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","06","Longford","Number","2209"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","07","Louth","Number","6196"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","08","Meath","Number","9810"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","09","Offaly","Number","3860"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","10","Westmeath","Number","5024"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","11","Wexford","Number","7840"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","12","Wicklow","Number","7306"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","13","Clare","Number","5423"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","14","Cork","Number","25311"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","15","Kerry","Number","6860"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","16","Limerick","Number","8950"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","17","Tipperary","Number","8572"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","18","Waterford","Number","5913"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","19","Galway","Number","11817"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","20","Leitrim","Number","1525"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","21","Mayo","Number","6028"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","22","Roscommon","Number","3058"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","23","Sligo","Number","2925"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","24","Cavan","Number","3803"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","25","Donegal","Number","6891"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","01","Learner permit","26","Monaghan","Number","2447"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","-","All licensing authorities","Number","2814887"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","01","Carlow","Number","37709"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","02","Dublin","Number","685246"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","03","Kildare","Number","134298"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","04","Kilkenny","Number","59199"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","05","Laois","Number","46647"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","06","Longford","Number","24907"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","07","Louth","Number","73350"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","08","Meath","Number","119983"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","09","Offaly","Number","47590"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","10","Westmeath","Number","55644"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","11","Wexford","Number","97168"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","12","Wicklow","Number","89054"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","13","Clare","Number","78615"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","14","Cork","Number","331975"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","15","Kerry","Number","97028"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","16","Limerick","Number","118045"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","17","Tipperary","Number","103594"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","18","Waterford","Number","72346"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","19","Galway","Number","159286"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","20","Leitrim","Number","21971"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","21","Mayo","Number","87383"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","22","Roscommon","Number","42963"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","23","Sligo","Number","42593"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","24","Cavan","Number","47558"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","25","Donegal","Number","99883"
"ROA25","Current Driving Licences","2019","2019","-","Both sexes","05","Full","26","Monaghan","Number","40852"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","-","All licensing authorities","Number","117444"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","01","Carlow","Number","1824"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","02","Dublin","Number","32975"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","03","Kildare","Number","5724"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","04","Kilkenny","Number","2392"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","05","Laois","Number","2119"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","06","Longford","Number","1092"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","07","Louth","Number","3041"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","08","Meath","Number","4984"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","09","Offaly","Number","1950"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","10","Westmeath","Number","2495"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","11","Wexford","Number","4117"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","12","Wicklow","Number","3634"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","13","Clare","Number","2773"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","14","Cork","Number","12897"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","15","Kerry","Number","3453"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","16","Limerick","Number","4585"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","17","Tipperary","Number","4386"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","18","Waterford","Number","2997"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","19","Galway","Number","6180"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","20","Leitrim","Number","777"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","21","Mayo","Number","3052"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","22","Roscommon","Number","1615"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","23","Sligo","Number","1551"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","24","Cavan","Number","1925"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","25","Donegal","Number","3567"
"ROA25","Current Driving Licences","2019","2019","1","Male","01","Learner permit","26","Monaghan","Number","1339"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","-","All licensing authorities","Number","1501333"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","01","Carlow","Number","20345"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","02","Dublin","Number","365852"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","03","Kildare","Number","70842"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","04","Kilkenny","Number","31194"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","05","Laois","Number","25218"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","06","Longford","Number","13941"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","07","Louth","Number","39413"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","08","Meath","Number","63047"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","09","Offaly","Number","26045"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","10","Westmeath","Number","29994"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","11","Wexford","Number","50824"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","12","Wicklow","Number","46546"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","13","Clare","Number","40863"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","14","Cork","Number","177191"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","15","Kerry","Number","52142"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","16","Limerick","Number","63091"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","17","Tipperary","Number","55755"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","18","Waterford","Number","38479"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","19","Galway","Number","83793"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","20","Leitrim","Number","11919"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","21","Mayo","Number","46982"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","22","Roscommon","Number","23276"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","23","Sligo","Number","21825"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","24","Cavan","Number","26117"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","25","Donegal","Number","53953"
"ROA25","Current Driving Licences","2019","2019","1","Male","05","Full","26","Monaghan","Number","22686"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","-","All licensing authorities","Number","115581"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","01","Carlow","Number","1653"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","02","Dublin","Number","34328"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","03","Kildare","Number","5674"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","04","Kilkenny","Number","2467"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","05","Laois","Number","2101"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","06","Longford","Number","1117"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","07","Louth","Number","3155"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","08","Meath","Number","4826"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","09","Offaly","Number","1910"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","10","Westmeath","Number","2529"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","11","Wexford","Number","3723"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","12","Wicklow","Number","3672"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","13","Clare","Number","2650"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","14","Cork","Number","12414"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","15","Kerry","Number","3407"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","16","Limerick","Number","4365"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","17","Tipperary","Number","4186"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","18","Waterford","Number","2916"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","19","Galway","Number","5637"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","20","Leitrim","Number","748"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","21","Mayo","Number","2976"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","22","Roscommon","Number","1443"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","23","Sligo","Number","1374"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","24","Cavan","Number","1878"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","25","Donegal","Number","3324"
"ROA25","Current Driving Licences","2019","2019","2","Female","01","Learner permit","26","Monaghan","Number","1108"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","-","All licensing authorities","Number","1313554"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","01","Carlow","Number","17364"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","02","Dublin","Number","319394"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","03","Kildare","Number","63456"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","04","Kilkenny","Number","28005"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","05","Laois","Number","21429"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","06","Longford","Number","10966"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","07","Louth","Number","33937"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","08","Meath","Number","56936"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","09","Offaly","Number","21545"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","10","Westmeath","Number","25650"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","11","Wexford","Number","46344"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","12","Wicklow","Number","42508"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","13","Clare","Number","37752"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","14","Cork","Number","154784"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","15","Kerry","Number","44886"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","16","Limerick","Number","54954"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","17","Tipperary","Number","47839"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","18","Waterford","Number","33867"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","19","Galway","Number","75493"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","20","Leitrim","Number","10052"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","21","Mayo","Number","40401"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","22","Roscommon","Number","19687"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","23","Sligo","Number","20768"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","24","Cavan","Number","21441"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","25","Donegal","Number","45930"
"ROA25","Current Driving Licences","2019","2019","2","Female","05","Full","26","Monaghan","Number","18166"
